Date,Price,Open,High,Low,Vol.,Change %
13-May-15,107.7,107.98,108.47,107.3,5.52M,0.13%
12-May-15,107.56,107.44,108,107.1,5.03M,0.19%
11-May-15,107.36,108.65,108.69,107.3,6.00M,-1.19%
8-May-15,108.65,108.29,108.8,107.4,7.08M,1.00%
7-May-15,107.57,107.69,108.2,106.69,5.80M,-0.35%
6-May-15,107.95,109.24,109.53,107.3,5.82M,-0.05%
5-May-15,108,109.24,109.93,108,6.46M,-0.30%
4-May-15,108.32,109.38,109.41,107.99,7.66M,-0.66%
1-May-15,109.04,110.28,110.8,108.34,10.36M,-1.82%
30-Apr-15,111.06,112.04,112.2,110.44,6.67M,-0.60%
29-Apr-15,111.73,110.82,111.99,110.68,5.67M,0.55%
28-Apr-15,111.12,110.05,111.24,109.65,5.32M,1.29%
27-Apr-15,109.7,110.34,110.74,109.54,4.86M,-0.15%
24-Apr-15,109.87,109.67,110.04,109.03,4.99M,-0.09%
23-Apr-15,109.97,110,110.65,109.6,6.94M,0.43%
22-Apr-15,109.5,110.05,110.44,109.21,5.64M,-0.21%
21-Apr-15,109.73,110.05,110.74,109.31,5.67M,-0.51%
20-Apr-15,110.29,109.57,111.71,109.55,7.15M,1.08%
17-Apr-15,109.11,109.36,109.69,108.26,6.55M,-0.95%
16-Apr-15,110.16,109.9,110.94,109,5.90M,-0.23%
15-Apr-15,110.41,109.59,110.69,109.38,6.70M,1.44%
14-Apr-15,108.84,107.7,109.09,107.26,7.26M,2.20%
13-Apr-15,106.5,107.35,107.9,106.44,4.31M,-0.38%
10-Apr-15,106.91,107.47,107.66,106.81,5.01M,-0.04%
9-Apr-15,106.95,106.8,107.24,106.18,5.76M,0.27%
8-Apr-15,106.66,108.86,108.92,106.52,7.89M,-1.73%
7-Apr-15,108.54,106.97,109.09,106.62,8.54M,1.52%
6-Apr-15,106.92,106.03,107.86,105.22,6.72M,1.56%
2-Apr-15,105.28,104.45,105.68,104.08,5.12M,0.47%
1-Apr-15,104.79,105.77,106.22,104.5,7.35M,-0.18%
31-Mar-15,104.98,105.62,106.07,104.88,7.25M,-1.80%
30-Mar-15,106.9,104.97,107.21,104.97,7.17M,2.51%
27-Mar-15,104.28,104.99,104.99,103.67,5.83M,-0.92%
26-Mar-15,105.25,106.28,106.52,104.16,7.28M,-0.40%
25-Mar-15,105.67,104.66,106.19,104.33,9.17M,1.41%
24-Mar-15,104.2,105.92,106.19,104.16,6.68M,-1.62%
